code,name,market,Industry
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,US,
GPN,Global Payments Inc. Common Stock,US,Business Services
GPOR,Gulfport Energy Corporation Common Shares,US,Oil & Gas Production
GPRE,Green Plains Inc. Common Stock,US,Major Chemicals
GPRK,Geopark Ltd Common Shares,US,Oil & Gas Production
GPRO,GoPro Inc. Class A Common Stock,US,Industrial Machinery/Components
GPUS,Hyperscale Data Inc. Common Stock,US,Industrial Machinery/Components
GPUS^D,Hyperscale Data Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,US,
GRAB,Grab Holdings Limited Class A Ordinary Shares,US,Business Services
GRABW,Grab Holdings Limited Warrant,US,Business Services
GRAF,Graf Global Corp. Class A ordinary shares,US,
GRAL,GRAIL Inc. Common Stock ,US,Medical Specialities
GRBK,Green Brick Partners Inc. Common Stock,US,Homebuilding
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),US,
GRC,Gorman-Rupp Company (The) Common Stock,US,Fluid Controls
GRCE,Grace Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,US,Retail-Drug Stores and Proprietary Stores
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,US,Finance: Consumer Services
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,US,Finance: Consumer Services
GRF,Eagle Capital Growth Fund Inc. Common Stock,US,Finance/Investors Services
GRFS,Grifols S.A. American Depositary Shares,US,Biotechnology: Pharmaceutical Preparations
GRFX,Graphex Group Limited American Depositary Shares each representing twenty (20) Ordinary Shares,US,Industrial Machinery/Components
GRI,GRI Bio Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
GRMN,Garmin Ltd. Common Stock (Switzerland),US,Industrial Machinery/Components
GRND,Grindr Inc. Common Stock,US,Computer Software: Programming Data Processing
GRNQ,Greenpro Capital Corp. Common Stock,US,EDP Services
GRNT,Granite Ridge Resources Inc. Common Stock,US,Oil & Gas Production
GRO,Brazil Potash Corp. Common Shares,US,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GROV,Grove Collaborative Holdings Inc. Class A Common Stock,US,Catalog/Specialty Distribution
GROW,U.S. Global Investors Inc. Class A Common Stock,US,Investment Managers
GROY,Gold Royalty Corp. Common Shares,US,Precious Metals
GRPN,Groupon Inc. Common Stock,US,Advertising
GRRR,Gorilla Technology Group Inc. Ordinary shares,US,Computer Software: Prepackaged Software
GRRRW,Gorilla Technology Group Inc. Warrant,US,Computer Software: Prepackaged Software
GRVY,GRAVITY Co. Ltd. American Depository Shares,US,Business Services
GRWG,GrowGeneration Corp. Common Stock,US,RETAIL: Building Materials
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,US,Finance/Investors Services
GRYP,Gryphon Digital Mining Inc Common Stock,US,EDP Services
GS,Goldman Sachs Group Inc. (The) Common Stock,US,Investment Bankers/Brokers/Service
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,US,
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,US,
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,US,
GSAT,Globalstar Inc. Common Stock,US,Telecommunications Equipment
GSBC,Great Southern Bancorp Inc. Common Stock,US,Major Banks
GSBD,Goldman Sachs BDC Inc. Common Stock,US,Investment Managers
GSHD,Goosehead Insurance Inc. Class A Common Stock,US,Specialty Insurers
GSHRU,Gesher Acquisition Corp. II Units,US,Blank Checks
GSIT,GSI Technology Common Stock,US,Semiconductors
GSIW,Garden Stage Limited Ordinary Shares,US,Investment Bankers/Brokers/Service
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),US,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,US,Marine Transportation
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),US,
GSM,Ferroglobe PLC Ordinary Shares,US,Metal Mining
GSRT,GSR III Acquisition Corp. Ordinary Shares,US,
GSRTU,GSR III Acquisition Corp. Unit,US,
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares,US,Other Consumer Services
GT,The Goodyear Tire & Rubber Company Common Stock,US,Automotive Aftermarket
GTBP,GT Biopharma Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
GTE,Gran Tierra Energy Inc. Common Stock,US,Oil & Gas Production
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,US,Industrial Machinery/Components
GTES,Gates Industrial Corporation plc Ordinary Shares,US,Industrial Machinery/Components
GTI,Graphjet Technology Class A Ordinary Shares,US,Industrial Machinery/Components
GTIM,Good Times Restaurants Inc. Common Stock,US,Restaurants
GTLB,GitLab Inc. Class A Common Stock,US,Computer Software: Prepackaged Software
GTLS,Chart Industries Inc. Common Stock,US,Metal Fabrications
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,US,
GTN,Gray Media Inc. Common Stock,US,Broadcasting
GTX,Garrett Motion Inc. Common Stock,US,Auto Parts:O.E.M.
GTY,Getty Realty Corporation Common Stock,US,Real Estate
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,US,Trusts Except Educational Religious and Charitable
GURE,Gulf Resources Inc. (NV) Common Stock,US,Major Chemicals
GUT,Gabelli Utility Trust (The) Common Stock,US,Trusts Except Educational Religious and Charitable
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,US,
GUTS,Fractyl Health Inc. Common Stock,US,
GV,Visionary Holdings Inc. Common Shares,US,Other Consumer Services
GVA,Granite Construction Incorporated Common Stock,US,Military/Government/Technical
GVH,Globavend Holdings Limited Ordinary Shares,US,Oil Refining/Marketing
GWAV,Greenwave Technology Solutions Inc. Common Stock,US,Metal Fabrications
GWH,ESS Tech Inc. Common Stock,US,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,US,Computer Software: Prepackaged Software
GWRS,Global Water Resources Inc. Common Stock,US,Water Supply
GWW,W.W. Grainger Inc. Common Stock,US,Office Equipment/Supplies/Services
GXAI,Gaxos.ai Inc. Common Stock,US,Computer Software: Prepackaged Software
GXO,GXO Logistics Inc. Common Stock ,US,Transportation Services
GYRE,Gyre Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
GYRO,Gyrodyne LLC Common Stock,US,Building operators
H,Hyatt Hotels Corporation Class A Common Stock,US,Hotels/Resorts
HAE,Haemonetics Corporation Common Stock,US,Medical/Dental Instruments
HAFC,Hanmi Financial Corporation Common Stock,US,Major Banks
HAFN,Hafnia Limited Common Shares,US,Transportation Services
HAIN,Hain Celestial Group Inc. (The) Common Stock,US,Packaged Foods
HAL,Halliburton Company Common Stock,US,Oilfield Services/Equipment
HALO,Halozyme Therapeutics Inc. Common Stock,US,Biotechnology: Biological Products (No Diagnostic Substances)
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,US,Advertising
HAS,Hasbro Inc. Common Stock,US,Recreational Games/Products/Toys
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,US,Finance/Investors Services
HAYW,Hayward Holdings Inc. Common Stock,US,Industrial Machinery/Components
HBAN,Huntington Bancshares Incorporated Common Stock,US,Major Banks
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,US,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,US,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,US,Major Banks
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,US,Home Furnishings
HBCP,Home Bancorp Inc. Common Stock,US,Banks
HBI,Hanesbrands Inc. Common Stock,US,Clothing/Shoe/Accessory Stores
HBIO,Harvard Bioscience Inc. Common Stock,US,Biotechnology: Laboratory Analytical Instruments
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),US,Metal Mining
HBNC,Horizon Bancorp Inc. Common Stock,US,Major Banks
HBT,HBT Financial Inc. Common Stock,US,Major Banks
HCA,HCA Healthcare Inc. Common Stock,US,Hospital/Nursing Management
HCAI,Huachen AI Parking Management Technology Holding Co. Ltd. Ordinary Shares,US,Miscellaneous manufacturing industries
HCAT,Health Catalyst Inc Common Stock,US,Computer Software: Programming Data Processing
HCC,Warrior Met Coal Inc. Common Stock,US,Coal Mining
HCI,HCI Group Inc. Common Stock,US,Property-Casualty Insurers
HCKT,Hackett Group Inc (The). Common Stock,US,Professional Services
HCM,HUTCHMED (China) Limited American Depositary Shares,US,Biotechnology: Pharmaceutical Preparations
HCSG,Healthcare Services Group Inc. Common Stock,US,Hospital/Nursing Management
HCTI,Healthcare Triangle Inc. Common Stock,US,EDP Services
HCWB,HCW Biologics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
HCWC,Healthy Choice Wellness Corp. Class A Common Stock,US,Food Chains
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,US,Investment Managers
HD,Home Depot Inc. (The) Common Stock,US,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,US,Commercial Banks
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,US,Restaurants
HDSN,Hudson Technologies Inc. Common Stock,US,Industrial Specialties
HE,Hawaiian Electric Industries Inc. Common Stock,US,Electric Utilities: Central
HEES,H&E Equipment Services Inc. Common Stock,US,Misc Corporate Leasing Services
HEI,Heico Corporation Common Stock,US,Aerospace
HEI/A,Heico Corporation,US,
HELE,Helen of Troy Limited Common Stock,US,Home Furnishings
HEPA,Hepion Pharmaceuticals Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
HEPS,D-Market Electronic Services & Trading American Depositary Shares,US,Catalog/Specialty Distribution
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,US,Investment Managers
HES,Hess Corporation Common Stock,US,Integrated oil Companies
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,US,Oil & Gas Production
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,US,Savings Institutions
HFFG,HF Foods Group Inc. Common Stock,US,Food Distributors
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,US,Finance/Investors Services
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,US,
HFRO^B,Highland Opportunities and Income Fund 5.375% Series B Cumulative Preferred Shares,US,
HFWA,Heritage Financial Corporation Common Stock,US,Banks
HG,Hamilton Insurance Group Ltd. Class B Common Shares,US,
HGBL,Heritage Global Inc. Common Stock,US,Business Services
HGLB,Highland Global Allocation Fund Common Stock,US,Trusts Except Educational Religious and Charitable
HGTY,Hagerty Inc. Class A Common Stock,US,Specialty Insurers
HGV,Hilton Grand Vacations Inc. Common Stock ,US,Hotels/Resorts
HHH,Howard Hughes Holdings Inc. Common Stock,US,Real Estate Investment Trusts
HHS,Harte Hanks Inc. Common Stock,US,Advertising
HI,Hillenbrand Inc Common Stock,US,Miscellaneous manufacturing industries
HIFS,Hingham Institution for Savings Common Stock,US,Banks
HIG,The Hartford Insurance Group Inc. Common Stock,US,Property-Casualty Insurers
HIG^G,The Hartford Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G,US,
HIHO,Highway Holdings Limited Common Stock,US,Metal Fabrications
HII,Huntington Ingalls Industries Inc. Common Stock,US,Marine Transportation
HIMS,Hims & Hers Health Inc. Class A Common Stock,US,Medical/Nursing Services
HIMX,Himax Technologies Inc. American Depositary Shares,US,Semiconductors
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,US,Finance/Investors Services
HIPO,Hippo Holdings Inc. Common Stock,US,Property-Casualty Insurers
HIT,Health In Tech Inc. Class A Common Stock,US,Specialty Insurers
HITI,High Tide Inc. Common Shares,US,Other Specialty Stores
HIVE,HIVE Digital Technologies Ltd. Common Shares,US,Finance: Consumer Services
HIW,Highwoods Properties Inc. Common Stock,US,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,US,Finance/Investors Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),US,Finance: Consumer Services
HKIT,Hitek Global Inc. Class A Ordinary Share,US,Computer Software: Prepackaged Software
HKPD,Hong Kong Pharma Digital Technology Holdings Limited Ordinary shares,US,Other Pharmaceuticals
HL,Hecla Mining Company Common Stock,US,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL^B,Hecla Mining Company Preferred Stock,US,
HLF,Herbalife Ltd. Common Shares,US,Other Pharmaceuticals
HLI,Houlihan Lokey Inc. Class A Common Stock,US,Investment Managers
HLIO,Helios Technologies Inc. Common Stock,US,Metal Fabrications
HLIT,Harmonic Inc. Common Stock,US,Radio And Television Broadcasting And Communications Equipment
HLLY,Holley Inc. Common Stock,US,Auto Parts:O.E.M.
HLMN,Hillman Solutions Corp. Common Stock,US,Industrial Machinery/Components
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),US,Package Goods/Cosmetics
HLNE,Hamilton Lane Incorporated Class A Common Stock,US,Investment Managers
HLP,Hongli Group Inc. Ordinary Shares,US,Industrial Machinery/Components
HLT,Hilton Worldwide Holdings Inc. Common Stock ,US,Hotels/Resorts
HLVX,HilleVax Inc. Common Stock,US,Biotechnology: Biological Products (No Diagnostic Substances)
HLX,Helix Energy Solutions Group Inc. Common Stock,US,Oilfield Services/Equipment
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,US,
HMC,Honda Motor Company Ltd. Common Stock,US,Auto Manufacturing
HMN,Horace Mann Educators Corporation Common Stock,US,Property-Casualty Insurers
HMR,Heidmar Maritime Holdings Corp. Common Stock,US,Marine Transportation
HMST,HomeStreet Inc. Common Stock,US,Major Banks
HMY,Harmony Gold Mining Company Limited,US,Precious Metals
HNI,HNI Corporation Common Stock,US,Office Equipment/Supplies/Services
HNNA,Hennessy Advisors Inc. Common Stock,US,Investment Managers
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,US,Investment Managers
HNRG,Hallador Energy Company Common Stock,US,Coal Mining
HNST,The Honest Company Inc. Common Stock,US,Catalog/Specialty Distribution
HNVR,Hanover Bancorp Inc. Common Stock,US,Major Banks
HNW,Pioneer Diversified High Income Fund Inc.,US,Finance/Investors Services
HOFT,Hooker Furnishings Corporation Common Stock,US,Home Furnishings
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,US,Services-Misc. Amusement & Recreation
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,US,Services-Misc. Amusement & Recreation
HOG,Harley-Davidson Inc. Common Stock,US,Motor Vehicles
HOLO,MicroCloud Hologram Inc. Ordinary Shares,US,Computer Software: Programming Data Processing
HOLOW,MicroCloud Hologram Inc. Warrant,US,Computer Software: Programming Data Processing
HOLX,Hologic Inc. Common Stock,US,Medical Electronics
HOMB,Home BancShares Inc. Common Stock,US,Major Banks
HON,Honeywell International Inc. Common Stock,US,Aerospace
HOND,HCM II Acquisition Corp. Class A Ordinary Shares,US,
HONDU,HCM II Acquisition Corp. Unit,US,Blank Checks
HONDW,HCM II Acquisition Corp. Warrant,US,Blank Checks
HONE,HarborOne Bancorp Inc. Common Stock,US,Major Banks
HOOD,Robinhood Markets Inc. Class A Common Stock,US,Investment Bankers/Brokers/Service
HOOK,HOOKIPA Pharma Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
HOPE,Hope Bancorp Inc. Common Stock,US,Major Banks
HOTH,Hoth Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
HOUR,Hour Loop Inc. Common Stock,US,Catalog/Specialty Distribution
HOUS,Anywhere Real Estate Inc. Common Stock,US,Real Estate
HOV,Hovnanian Enterprises Inc. Class A Common Stock,US,Homebuilding
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,US,Homebuilding
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,US,Aerospace
HOVRW,New Horizon Aircraft Ltd. Warrant,US,Aerospace
HOWL,Werewolf Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
HP,Helmerich & Payne Inc. Common Stock,US,Oil & Gas Production
HPAI,Helport AI Limited Ordinary Shares,US,Computer Software: Prepackaged Software
HPAIW,Helport AI Limited Warrants,US,Computer Software: Prepackaged Software
HPE,Hewlett Packard Enterprise Company Common Stock,US,Retail: Computer Software & Peripheral Equipment
